key,author,date,stars,title,helpful_yes,helpful_no,text
15_bj,typical tor,2018-06-23,1,My disappointment is immeasurable/my day is ruined,12,15,"I was craving Ben and Jerry's tonight so made the journey to my closest convenience store to grab a pint. I usually opt for the trusty Tonight Dough, but was delighted to see some new flavors. This one in particular, ""Chillin' the Roast Truffles,"" immediately grabbed my attention. I'm a coffee lover/addict, and I do enjoy a good chocolate truffle. I figured this flavor would be right up my alley. BUT... I was wrong. The coffee ice cream is actually pretty good. But the truffles taste AWFUL. Instead of ""chocolate liqueur,"" the truffles taste like balls filled with a butterscotch that has been soaked in Kahlua for too long (and not in a good way). I love alcohol but these truffles are DISGUSTING. My disappointment is immeasurable and my day is ruined."
15_bj,Ashley7868,2018-10-21,1,Duuuuude. Never been so disappointed,3,7,"Ugh, my heart hurts to even write this but this is by far the worst ice cream I’ve ever had from you guys!!! The fact that I can’t get my $5 makes it worse. I’ve tried a plethora of others flavors and was never disappointed but this is so.darn.disgusting. Take it back Benny, take it back"
15_bj,mchardy,2018-04-29,2,"I expected at least an 8, I got a 4 at best",2,2,"I really love coffee, particularly cold brew. When I saw this product, I ventured away from my typical ice cream choice of Tonight Dough, and I was downright ecstatic to try it out. Did I think that it would measure up to Tonight Dough or S'more? No. But, I did expect more than what I got. It just did not live up to the quality one would expect from a Ben and Jerry's ice cream. I would not recommend. It tastes like a weird type of coffee ice cream. The truffles are too sweet, and the 'fudge' ribbons in the product do not taste like fudge to me. They are very rich. I am sure some people might enjoy it, I however was disappointed. I came in expecting at least an 8, and left with half a pint of ice cream and a strong 4."
15_bj,Bjsup3531,2018-03-22,3,Not bad but not great,6,1,The ice cream itself is really good. Strongest coffee tasting ice cream I've had from Ben and jerry's. The truffle part is disgusting though and there isn't much of a fudge swirl. What I mean by much is nun at all basically.
15_bj,Brothernatureman,2020-06-05,5,That good good,0,1,"This is my favorite ice cream. When 711 carried it by my house I was livin’ on easy street but now I live in an ocean of chaos. There seems to be little to no hope in finding it again. But I will carry on. I will not cease to search out the good good. That’s actually why I’m on this site. I couldn’t believe it has a 3 star rating. My mama always said if you don’t have anything nice to say don’t say anything at all. It’s delicious. Strong robust flavour. Creamy good goodness and all the little tasties that they add to the mix, ya dig? Try it for yourself and let’s keep this one on the shelves."
15_bj,S3procto,2018-04-02,5,Delicious,4,0,"Absolutely delicious l, intense coffee flavor with a nice undertone of the liquor."
15_bj,Mekagyrl,2018-06-27,2,It made my mouth sad,1,1,"I bought this ice cream flavor, because I am a coffee flavor addict. I mean I even eat chocolate covered expresso beans. My favorite Coffee, Coffee, Buzz, Buzz, Buzz flavor has apparently been discontinued in my neck of the woods. The only place I can actually find it is at the little Ben & Jerry's stand in our local mall. The flavor of the ice cream itself is great. I even enjoyed the swirls of fudge. The coffee liqueur was disgusting. It tarnished the whole pint of ice cream for me. I was strong and bitter, just not a pleasant taste. I tried to eat around it, but I ended up throwing the container out. Back to purchasing hand packed pints of my favorite from the local mall. Hopefully they will never stop ordering it."
15_bj,Anonymoose,2019-03-31,1,Overall disappointed,1,1,"I have 2 go to flavors when picking B&J, but craved coffee ice cream and decided to branch out. The cold brew sounded amazing, the cookie crumble is my favorite part about The Tonight Dough, and the liquor truffle sounded great considering the complemented flavors. The cold brew ice cream was left a little lacking in my opinion but was edible. The fudge and cookie crumble was really good, but I could not get over the truffle itself. It tasted too strong and overpowered everything else, which I wouldn’t mind, if it had tasted good. It was too strong, and too fake of a liquor taste. I love you B&J, your Tonight Dough and Phish Food are amazing, but the truffle just didn’t cut it for me, and the ice cream itself was lacking."
15_bj,FuzzyGut,2018-07-05,3,Not bad...,2,0,"Not bad, but the other Ben and Jerry’s coffee flavors are better, in my opinion. The ice cream was very good but the truffles were too strong for my taste, and a little strange. The chocolate swirl was also a little too intense. You can definitely taste that it’s cold brew as opposed to regular coffee and it’s impressive that B&J was able to capture that difference. No amateur ice cream makers, this group."
15_bj,SRDine,2018-03-19,1,It is not good,5,5,"I love Ben & Jerry's. I especially love the mocha and coffee flavored ice creams, so I was very excited to try Chillin' the Roast. I am sorry to report it is by far the worst B&J flavor that I've ever tried. The cold brew flavored ice cream was fine, it was not offensive and with the right add-ins it could have been a decent flavor. However, the truffles were terrible; they tasted sour and occasionally a little like blue cheese. I'm sad this was so bad, I wanted to love it."
15_bj,Chigirl312,2018-07-29,5,My new favorite!,1,0,"I had two or 3 pints of this before not being able to find it. It’s my new favorite after Coffee Heath Bar changed its ingredients and was no longer irresistible. The coffee flavor is a little different, not as sweet — and the truffles, true to their name, have a liquer flavor. Wonderful combination if you love coffee! I guess on one hand, I’m relieved not to be eating it regularly since losing weight has been easier, but I miss finding it on my grocery trips...please restock!!"
15_bj,CW784,2018-07-01,4,For espresso lovers,1,0,"I actually really loved the coffee flavor of this ice cream. My usual favorite is Coffee Coffee Buzz Buzz Buzz, but I can only ever find that in scoop shops (which I rarely patronize). The Chillin' the Roast Truffles was available at my grocery store so I pounced. It has a taste that people who enjoy dark roast coffee, plain cold brew, black coffee, or deep espressos will enjoy in my opinion. A lot of coffee ice creams just have a very mild coffee flavor you can barely detect beneath the plain sugar and cream flavor. This was true coffee and tasted excellent."
15_bj,XxRavenxX,2019-11-23,2,A better name would be chillin the tastebuds,0,0,"Got a small pint of this from a friend who thought I'd enjoy it due to me bei g both an avid lover of chocolate & an avid lover of coffee. I was super stoked to crack it open tonight and dive into the creamy dream the description promised, only to be disappointed. The ice cream was grainy, the fudge was entirely overpowered by bitter cold brew, & the truffles tasted of nothing but bitter coconut--I had to stop eating and double check the flavour listing to be sure I hadn't made a mistake. This blend missed the mark, but at least there's rum in it? Hopefully b&j Wil try again at a coffee & chocolate combo, & hopefully it will be better than this."
15_bj,Jarronimo,2018-04-03,5,Very Impressive,4,1,"I bought it last night at Target, and I really enjoyed it! It's so yummy! the truffles were delicious & coffee liqueur really hit me, eating it slowly is the best definitely will be returning to get more"
15_bj,kishijoten,2018-09-20,5,Wow. Just...wow.,2,0,"Bold coffee flavor (more espresso bean than cold brew, I think, but I like it.) Thick fudgey truffles with a lovely top-shelf bourbon flavor. Oh my oh my. This is one delightful ice cream. Not for those who do not like whisky or strong coffee, but perfect for those who do."
15_bj,TinaBeana,2018-09-09,5,Delicious,1,0,"I love this flavor. I am actually currently going back and forth between the caramel chocolate cheesecake truffle, and this one. If you LOVE Coffee, you'll love this. When you hit one of the truffles, it is like an explosion of delicious coffee liqueur on your tongue-and you get a little crunch from the cookie crumble, which all fits perfectly together. It is perfect for curling up and watching the latest episode of your favorite show, or even movie night."
15_bj,Gumbyz,2018-03-07,3,Almost Perfect,2,2,"I'm a huge fan of coffee ice cream, and I've tried many different brands of coffee ice cream. When I picked up Chillin the Roast yesterday, I was amazed at first with the mocha taste. Then out of nowhere I get a huge coffee bean and it was so bitter and strong. It unbalances and overpowers The chocolate and the ice cream itself. It was really good, probably top 3 in my coffee ice cream suggestions. However I found myself avoiding the coffee bits after cringing while getting past the bitterness."
15_bj,Rpoinvil,2018-07-07,5,Make this a permanent flavor!,2,0,"First of all everyone should try ice cream flavors at least twice. I never pass judgement till I have something more than once.
I am kot a coffee addicted and I have to say that my significant other love this flavor. Great balance of flavors in the ingredients."
15_bj,Garol,2018-10-26,5,Love love love,2,0,Wish all stores that carry Ben & Jerry's have this flavor. I stopped going to my go-to grocery store just because they don't carry this flavor. This might be my favorite Ben & Jerry's ice cream. I like how it it not too sweet.
15_bj,tagirl,2018-03-23,1,Weird Truffles,5,2,Just a misfire. The candy pieces are terrible tasting. Did not enjoy. Your boozy flavors tend to be bad.
15_bj,Mattis,2018-04-29,3,Trouble with the Truffles,4,2,"I love the coffee ice cream but would like more chocolate swirl and no truffles at all. The truffles taste horrible. i can’t even describe what they taste like because I have never tasted anything like them. Rework it minus the truffles and I’m in but until then, it’s a no for me."
15_bj,sashakey,2018-08-23,5,The flavor is to die for. Coffee lovers dream.,2,0,Decadent flavors not only with the coffee but the liqueur taste. Definetly and adults sweet paradise. Once you’ve had it nothing will be the same. A+++
15_bj,ItsMe,2018-05-04,2,Not my favorite,2,2,I was so excited when I got the e-mail about this - went to a scoop shop immediately to pick up hoping it would bring me back to my beloved Dublin Mudslide.
15_bj,kyleebug,2018-05-18,2,Terrible Truffles,0,2,"I love coffee with a passion! I also enjoy B&J’s ice cream from time to time. I was very excited after reading the title of this container, “Chillin’ the Roast Truffles”. Description is cold brew coffee, which I adore. I was very disappointed to find out the truffles in this container tastes like straight up coffee brandy liquor. I hate the truffles and for the first time in my life left this ice cream sitting in my freezer for a week, then ended up throwing it away. The ice cream itself was great!! It’s a no from me for the truffles."
15_bj,alayna8763,2019-01-07,4,Pretty Good,0,0,"DEFINITELY have to be a coffee lover to enjoy this! I absolutely love the flavor of the cold brew ice cream, tastes almost identical to chocolate covered espresso beans in my opinion. I think there should be just a little bit more swirl to help balance the coffee. The only thing I think I dont enjoy as much is the coffee liqueur truffles. On their own, the taste is very odd. However, if you eat them with the ice cream at the same time I think it works out. Definitely not my #1 favorite, but likely wont be the only time i have it."
15_bj,heysugar,2018-09-02,1,So disappointing!,0,2,"I bought this a couple days ago thinking that I would venture away from my beloved Chunky Monkey and Coffee Toffee Bar Crunch and given that I usually love all things Ben & Jerry's fully expected to love this. I tried it the first night, took a few bites and immediately hated it only to try it again tonight thinking maybe it was a fluke but sadly it was not. This ice cream tastes so much like leftover coffee grounds both in flavor and texture that it wasn't even edible. This is the first time I've ever thrown out a pint uneaten."
15_bj,Kathleenmcoffeelover,2018-05-24,2,Alcohol in this product,3,2,"Let me just say first off, this ice cream was absolutely delicious. I mean I LOVED it, until I found out that there was alcohol in it. I don’t drink alcohol and I wish there was some sort of warning on there. It didn’t taste cooked off (I hope it was)"
15_bj,Hannah95,2018-04-26,2,Subpar,2,3,"Like most people, I love Ben & Jerry's ice cream. There are so many wonderful flavors that I don't even have a go-to; I get something different every time! So of course, when I saw a new coffee flavor, I had to try it. However, for the first time, I was rather unsatisfied. The coffee ice cream itself was good, but, as others have said, the truffles are gross, and there is little to no chocolate swirl. This is one I'll be sure to never buy again."
15_bj,chillintheroast,2018-04-02,5,amazing,3,1,"my new fav, its perf, dont know what them haterz be thinkin"
15_bj,J3NNA,2018-07-24,1,Unedible,1,3,I just tossed this in the trash! It is the worst flavor I have ever tried and I have tried alot! I have never met a Ben and Jerry's ice cream flavor I didn't like...until now. Dont waste your money! Buy coffee coffee buzz buzz or coffee and heath or anything else instead! I couldn't even swallow the truffles they were that bad. The rum flavor is so pungent! The ice cream flavor could be passable but the texture is grainy. Definately doesn't even deserve the 1 star as I threw it in the trash.
15_bj,Quartz11,2018-07-26,1,Hard Pass,1,0,"The cold brew ice cream was delicious! BUT the truffles were appalling. They were WAY to sweet and bitter. Just overpowering and offputing to where I couldn’t even finish half the pint. I’m a big coffee lover, but this ice cream was just a fail. Probably my least favorite Ben and Jerry’s flavor I’ve tried thus far."
15_bj,Aranela,2018-10-08,5,Amazing! my new favorite!,1,0,"This has easily moved up to my new favorite! The icecream has a strong coffee flavor, and the taste is bold. If you don't like strong flavors it may not be for you. But for someone who has coffee in her veins it is perfect. The truffles and chocolate liquor and fudge swirls put it over the top!"
15_bj,Ben87,2018-04-27,5,Perfect.,1,0,"Just bought some Chillin' the Roast and love it, would not change a thing. The ice cream tastes just like cold brew coffee so naturally you should enjoy coffee if you are buying this. The coffee liqueur-filled truffles are really good and are the perfect pair to the cold brew coffee ice cream."
15_bj,Smoky,2018-07-01,3,"Ice cream flavor is great, truffles not so much",0,1,"I love coffee and coffee ice cream, so I was really excited to try this and had high hopes. I was disappointed, sadly."
15_bj,lalalacroi,2018-04-25,2,"Great Ice Cream, Terrible Truffles",1,1,"The cold brew ice cream was great-really strong coffee flavor. The fudge swirls are also great and balance out the acidity of the coffee flavor, but the truffles are absolutely disgusting. I'd give it a higher rating, but there were so many truffles it was hard to get a bite without them. There's also not enough fudge swirls. If this didn't have the truffles it would be one of my favorite flavors."
15_bj,sarahfoun,2020-06-10,1,Surprisingly terrible,1,0,Wow this was surprisingly terrible. Only are a few bites and didn't even want to eat anymore. Can't imagine how anyone would like this.
15_bj,amom,2018-05-05,1,A HUGE Disappointment,0,2,"I love your coffee/chocolate combinations (Coffee Coffee Buzz Buzz is my favorite), but this one was nasty. I came to your website and the reviews for the first time ever (and I've been eating Ben and Jerry's forever), just to see if maybe I missed a hazelnut ingredient coating the truffles (I hate hazelnut). Or something that didn't belong. The coffee ice cream was awesome, until (I guess) I bit into a truffle. Ugh. I actually just tossed $5 of ice cream into the trash."
15_bj,PWRW,2019-06-07,1,"Grainy, bland ice cream base",0,0,"The ice cream base was grainy, as if product had melted and been refrozen. It didn't taste like coffee. It tasted like grainy ice milk with a mild and bland flavor. I couldn't comment on the truffles, as other reviewers have, because the sandy texture of the base - neither creamy nor tasty -was so disappointing I put it back in my freezer after three bites. I am hoping my local grocer will offer a refund. This pint was a terrible disappointment!"
15_bj,Icecreamaddict,2018-04-20,1,Disappointed,2,3,"I was so hoping to find a new favorite coffee ice cream, but the texture was a bit more grainy than usual, and I was shocked by the truffles... wow they were so strong! They tasted like an unnatural chemical. I had my husband try it and he had to spit it out. So sad! We love B&J’s!"
15_bj,hoochiebird,2018-05-25,5,Best Coffee Ice Cream EVER!,1,1,"I love coffee and was very excited to see this new flavor at the grocery store. I couldn't wait to get home and try it and to say the least I was not disappointed. Hands down the best coffee ice cream I have ever tried. I have already retuned to get more. Love it, love it, love it. Well done Ben & Jerry's!!"
15_bj,Sam12,2019-12-13,2,"I'll finish the pint, but probably won't buy again",0,0,"Since I had just finished a pint of ""Coffee, Coffee, Buzz Buzz Buzz"" I figured I would try this one. They are incredibly different in every way, from color to taste to ingredients, so I wouldn't compare the two. I would like the ice cream on its own, the cold brew ice cream would be good with chocolate chips as a iced-mocha flavor concept. But with these truffles, listed as ""chocolate-cookie covered liqueur truffles"", the chocolate (which tastes just like chocolate, not sure where the cookie is), does not stay attached to the truffle inside. The liqueur truffle itself is the consistency of cookie butter, I was expecting the something harder. They definitely give a bit of a kick, which may not be what you are into. I plan on finishing the pint, but I think I have to be in the mood for it and it won't be the first thing in the fridge that I reach for."
15_bj,J101019,2019-03-05,1,Dont buy,2,2,"I bought this because they were out of buzz,buzz,buzz. I didn't know there was a way to mess up coffee icecream but this is it."
15_bj,Lana17,2018-12-27,5,My new favorite!,0,0,"I loved everything about this flavor and I think it may have replaced Cherry Garcia as my new favorite. I like the heavy coffee flavoring of the ice cream — it’s a bolder coffee flavor than previous Ben & Jerry’s offerings. It’s sweet without being too sweet, which gives the gooey chocolate swirl ample room to shine AND some added sweetness from the gloriously boozy truffles. I’m gonna need to get another pint of this soon!"
15_bj,MissyMiss,2018-04-26,2,Missed the mark,1,1,"The ice cream itself and chocolate swirl are great, but the truffles... ooh boy. This is the first BJ review I have ever given, and I actually came to the website to see if I had gotten a bad batch, or if everyone else had the same reaction to this flavor. Bitter and sour taste."
15_bj,Smedley,2018-03-24,1,So disappointing!,1,1,"I always look forward to new flavors so I had to try this one. I have to say that this is the worst flavor I have ever tried! Weak coffee flavor, no sign of a chocolate swirl and the truffles were inedible. This is the first pint of Ben and Jerry’s that I could not finish."
15_bj,Fishngal,2018-03-27,5,Best appreciated by TRUE coffee addicts,1,1,"I thought this flavor was AMAZING. Though I’m not a huge coffee liquer fan, you get exactly what they advertise. I thought the truffles complimented the overall flavor, which is definitely overwhelmingly deliciously rich strong coffee. Love it, new favorite for sure."
15_bj,cgm13,2018-12-31,1,Textures and Tastes Way Off,0,0,"I normally love Ben and Jerry's, and coffee is my weakness... this though. Just a miss. I didn't care for the taste or the texture of the truffles-- very weird. I agree around them for a whole, but ultimately threw away more of the pint than its ever have imagined. The swirls were alright, but the gritty texture of the coffee grounds in the ice cream was way too much for me. Sorry, guys. This was not a winner."
15_bj,Heyhanhey,2018-06-09,2,"Actual ice cream, delicious. Truffles are a fail.",0,0,"I was torn between the two new truffle flavors, and decided to go with this one. The cold brew coffee ice cream is a LITTLE grainy but not like others I’ve had. The texture of the truffles was nice, but the flavor was a total turn off. I ended up eating around them until they were too hard to avoid. Then I threw the rest away. Granted, I’m not a booze person, but the truffle flavor was truly acrid. Too bad!"
15_bj,Ntim,2018-04-23,1,The only flavor I can’t eat,1,2,"I love Ben & Jerry’s and I love coffee, but the coffee liquor “truffles” are strong and nasty. And it tastes like crushed coffee beans throughout the ice cream and not in a good way. Hardly any chocolate (at least not in the pint I purchased). I never say this, (but this is an exception), this flavor is a flop."
15_bj,Reannanqueen,2020-08-24,3,Not a great combo,0,0,"I bought this simply because the flavor I REALLY wanted wasn't on the shelf and I figured ""why not?"" The description on front sounded great but I was slightly disappointed to find light colored ice cream when I took off the lid (I don't care for vanilla) but one bite in, I was a fan. The cold-brew coffee flavor is powerful and is even better than the flavor of ice cream in Coffee BuzzBuzzBuzz! And the fudge swirls match that flavor perfectly. But what I found did not fit well were the truffles. They added a bitter taste and I found they did not mesh well with the other flavors. I figured I could just eat around them or scoop them out. Sadly, the shells are to fragile and broke when I tried this. After 15 mins of trying to avoid their bitterness, I ended up throwing the pint away. I was able to enjoy about a quarter of the ice cream and fudge. Awesome effort but needs adjustment (imo.)"
15_bj,scoops,2018-03-26,3,"Best B&J's Coffee Base, But Not a Fan of Truffles",1,2,"Cold brew base is more of an espresso type, studded with flecks of coffee. This is the best coffee base I've ever tasted by B&J. Then, you get a bite of truffle. The coffee liqueur filling is overpowering; you should really, really like coffee liqueur to enjoy these. For me, they ruined the pint"
15_bj,Hans,2019-05-26,5,A special occasion flavor for adults,0,0,"This is for adults. This is delicious. This may be my favorite flavor in decades, but it is a flavor to be savored and even thought about. It's very complex, and you should enjoy it at various temperatures to get all the coffee flavors. The texture is relatively simple, and the chocolate around the truffles could be slightly darker and nicer, but bravo to whoever put this recipe together."
15_bj,MsCheap,2018-05-21,5,Coffee liqueur & chocolate!,0,0,"I just finished off a pint I got this week. I had been looking for a decadent chocolate flavor when I found this
instead. As a coffee lover who rarely drinks alcohol, I do love coffee flavored liqueur. This ice cream had just the right amount of chocolate around the liqueur truffles. The focus was on the coffee and liqueur, rather than the chocolate, and it’s instantly become my new fav!"
15_bj,Bridget101,2018-10-20,1,"Great ice cream flavor, terrible truffles.",0,1,"The showcase of this ice cream should be the truffles, however the ice cream is really what makes this product ok. The ice cream is beautifully executed however, the truffles are rather disgusting. The chocolate fudge is excellent. I found myself throwing out the truffles and unable to finish, it just was awful running into the truffles. They have a very bad flavor that is unpalatable."
15_bj,Riso,2019-05-02,1,Threw It In The Garbage,0,0,"This flavor is so bad that Chillin' the Roast is the first pint of Ben & Jerry's that I ever threw in the garbage. It has a very odd, un-ice-cream like texture and weird flavors. It's kind of foamy and the flavors are so strange that I can't even describe them. I looked at the ingredients and it's full of gums, carrageenan, canola and soybean oils and 'natural flavors'. Mystery solved."
15_bj,kingkyle,2018-07-28,1,Not for me. Probably not you either.,0,0,"I actually accidentally grabbed a pint of this, I was want the Chocolate Cheesecake Truffle. I got messed up by the both being truffle ice cream! However I was already home when I realized it. The taste of this ice cream is horrible. It's souer and the coffee over powers everything else. I only ate a few spoons and I was done. Probably the worst ice cream I've ever tasted."
15_bj,Zennie,2018-03-08,2,"Weak coffee flavor, invisible fudge swirl",0,0,"Picked up this, because I love really good coffee ice cream, and a pint of Phish Food. Good thing I had the Phish Food, because this has weak, milky coffee ice cream, had no visible fudge swirls, and the coffee liqueur truffles tasted more like butterscotch. You guys need to tase some of your premium ice cream competitors coffee ice cream, or call this one ""Cafe au Lait""."
15_bj,Loraine,2019-05-26,1,Unfortunate Flavor,0,0,I love cold brew coffee and I love coffee ice creams. The truffles were a huge let down and didn't really taste much like coffee and had a weird alcohol liqeur thing going on. Also there was a air pocket in the bottom of my pint so I was missing about a quarter of product. I wish my local stores carried the other coffee flavors because this one did not meet the mark.
15_bj,Amy2700,2018-04-20,1,Not What I Expected,1,1,Not good. The coffee liquor truffles taste weird and the overall flavor doesn’t mesh with all the flavors. Very disappointed and I love all B&J flavors.
15_bj,Danicecreamman,2018-05-31,1,I love Ben and Jerry's EXCEPT THIS FLACOR,1,1,This is one of the only flavors i've thrown into the trash. Don't waste your time. Eat any other wonder flavor they have... just not this mess.
15_bj,Jvc23,2018-06-20,5,Coffee ice cream done right just for grown ups,0,0,It isn’t amazing if you really like something complex and sweet and you are a fan of coffee you will love it. I see negative reviews but they were looking for something more standard they have their expectations for coffee flavored Ice cream. This is my favorite commercial ICe cream. It isn’t overly sweet and it has coffee and alcohol and chocolate it’s perfect!
15_bj,MitchV,2018-07-01,5,Fantastic - best new flavor in *years*,0,0,"This is a wonderful alternative to flavors often geared towards an overly sweet American pallet. The texture, taste and flavor combinations are incredible. This is the first Ben & Jerry's review I've ever left, and this is the flavor that compelled me to do so!"
15_bj,SexyAngel,2018-04-29,1,Big let down,0,0,the icecream and fudge swirls taste amazing but the truffles are so revolting i litterally almost through up i would rather you guys bring back coffee coffee buzz buzz then continue this flavor as the biggest part of the icecream is the worst part... if you want to fix it get rid of the coffee liquer truffles and rreplace it with something expresso
15_bj,Mel92issa,2020-03-26,1,Horrible,0,0,"I picked this up at the grocery store the other day. I had never seen it before and the description sounded amazing. The cold brew ice cream itself is amazing, but those liquor truffles are terrible. They have this over powering salty, alcohol caramel taste to them. I tried to eat around them but I eventually just threw it away. So disappointed!"
15_bj,Squisheyraerey,2018-10-28,2,Super unexpected,0,0,"I saw this ice cream and though it both looked and sounded amazing. Although the ice cream itself is yummy coffee deliciousness, those cookie-covered chocolate chunks are god awful. Or at least just not for me. The coffee flavor is very overwhelming and not at all what i expected. I tried suffering through but i couldn't. I'm disappointed lol"
15_bj,Ice cream man,2018-02-25,3,Not bad,1,1,The coffee ice cream is ok! But the coffee liqueur bites are kinda butterscotch heavy!
15_bj,Roxielpn,2018-05-12,1,Disappointed,0,0,"I was so excited to see a coffee flavor, as it is one of my favorites. When I opened the carton, a wonderful coffee scent was released. Then the taste test. The ice cream and the fudge were fine, but the “truffles” were gross. I can’t describe the flavor, but it was very unpleasant. I doubt I’ll eat any more then the small sample I had."
15_bj,Whyyyyyy,2018-09-03,5,New Favorite Flavor!,0,0,I've always loved coffee ice cream and liqueur chocolates so for me this flavor was a huge hit. I first got it a few months back then had trouble finding it in stock again until now and was totally stoked to buy it again. Apparently it's a love it or hate it flavor so I would say try it for yourself. Don't let the haters change you B&J
15_bj,toaster389,2018-06-13,5,Coffee Ice Cream Like I've Never Had It Before,0,0,"This is an outstanding flavor that really re-imagines what can be done with coffee ice cream. I've had 3 pints already and I've only known about this flavor for a week! Some people have said the truffles taste weird, but I think they add a very unique flavor and this flavor should be kept as-is. I know I'll be buying it!"
15_bj,Runnermom,2018-05-20,5,Coffee and crunchies=Bliss,0,0,"I picked this up this morning at the grocery. It's gone. One sitting. I'm not a super-sweet eater, but I broke the rules for this. Coffee flavor, then the liqueur taste...plus some crunchy yumminess to chew on. I am tempted to run to the store and buy the rest to deep freeze for when they take it out of circulation."
15_bj,gingerbread92,2019-02-13,1,Awful alcohol taste,0,0,"I bought this because I love coffee and chocolate, but the truffles made me gag! The truffles made the ice cream INEDIBLE. I did not know there was alcohol in this flavor and wish it would have been more obviously stated on the package as I do not drink. This has seriously broken my trust with Ben & Jerry's."
15_bj,Lovelylashaee,2018-05-01,4,Pretty good,0,0,"I loved the cold brew ice cream and the chocolate cookie crust, however the coffee liqueur truffle inside the cookie crust was super sweet and I could only handle about 2 chunks. After a while I just scooped those chunks of the truffle itself out of its crust and set them aside and tasted much better."
15_bj,eli22,2019-06-04,2,Tastes fuzzy,0,0,I usually love any Ben & Jerry's but unfortunately this is a big miss - I don't know any better way to describe it than to say it tastes kind of fuzzy. I'd rather have coffee flavored ice cream than the cold brew grounds even if the flavor is stronger. And the truffles are as bad as people say. Yikes.
15_bj,Kaitlin,2018-11-21,5,A+++,0,0,Normally I can only eat a tiny amount of Ben and Jerry’s. I almost devoured this pint in one sitting. The malt flavor reminds me of the tiny malt cups with the wooden spoon that I would get from the ice cream man as a kid. Absolutely in love with this flavor. And mash mellow in there too!
15_bj,NuMystic,2018-05-27,5,Finally the return of a REAL coffee flavor to B&J!,0,1,Not since Aztec Harvest coffee has there been an ice cream flavor that has a good STRONG coffee flavor. Thank you B&J for finally fulfilling this much needed gap in the ice cream world! Only thing I'd love even more is a smooth mix-in free Espresso ice cream and I can die a happy man. :)
15_bj,CarG,2018-06-19,1,Swing and a miss,0,0,For me this flavor was a miss. The ice cream was gritty and the truffles tasted a little too boozy. I think the flavor combo could work with some adjustments but I won't be trying this one again. I'm still a Ben & Jerry's fan and will not hold one disappointing flavor against them.
15_bj,Dani16,2018-07-16,5,Definitely for true coffee lovers!,0,1,"I personally loved this new flavor. The coffee flavor is pretty strong and so are the coffee liquor truffles. I would definitely buy this ice cream flavor again. But if you’re not into that strong coffee flavor, I wouldn’t go for this one. Otherwise, definitely try it out! :)"
15_bj,Shell,2018-06-13,1,Disappointing,0,0,Generally speaking I have loved trying new flavors but this one just didn't live up to my expectations. It had an odd aftertaste and the texture just wasn't appealing. Hoping the kids are less picky and will consume the rest of the pint otherwise it is getting tossed.
15_bj,Madferitme,2018-07-27,1,Alcohol and ice cream don’t mix,0,0,"I bought this last night, seeing truffles in the title I was excited to try it. The part that I missed was the liqueur in it. Talk about gross... that may be the only time I’ve ever said that about a Ben and Jerry’s flavor... as I sit here in my Ben and Jerry’s shirt."
15_bj,KelliMarie,2018-04-11,3,"Love the Ice Cream, Hate the Truffles",0,0,"I am a BIG coffee toffee bar crunch girl, and I haven’t been able to find it in my new city so I got this when I saw it. The ice cream is pretty good (4/5) but everytime I eat a truffle I feel like I’m taking a shot- they’re SO STRONG. I would prefer a normal truffle."
15_bj,Randy662,2019-03-12,5,I fell in love with Ben and Jerry's again,0,0,"Because of this flavor, well, the title says it all. It is my new favorite and I buy multiple containers in the store whenever i see it, especially when I'm not even intending on buying ice cream that day. No stores near me sell it and I wish more stores carried it."
15_bj,ICLover,2019-10-01,1,"Very fake flavor in truffles, almost threw it away",0,0,"I bought this at my local grocery, and typically love coffee flavored treats from Ben & Jerrys, but the truffle bombs in this were just not good, the flavoring was overly artificial and almost antiseptic. Would have been better with a caramel swirl and no truffles!"
15_bj,KEicecream,2018-02-23,5,So Yummy!,1,2,This tastes like a frappuccino! It is bold in its flavor.
15_bj,Gamndalf the white,2018-04-15,4,Perfectly balanced,0,0,Really good. If you love coffee you will love this flavor. Every element of this flavor went together perfectly. the fudge swirls help balance the strong truffles. the base icecream is the winner in this pint though! best coffee flavor by far from Ben and Jerrys.
15_bj,ash613,2018-11-21,5,Excellent!,0,0,I love this flavor! It has a nice strong coffee flavor. The truffles go really well with the cold brew ice cream and the chocolate swirl adds the perfect amount of sweetness. I also love that it has little specs of coffee grounds ❤️ Perfect for any coffee lover!
15_bj,Kthree,2018-03-26,5,My new favorite,0,0,"My husband bought a pint of this and, on a whim because I don’t eat much ice cream, I tried a bit."
15_bj,Jeepin Jesse,2018-03-12,5,A replacement for the Coffee Heath bar switcharoo,0,3,Good coffee flavor and the little bites have a liquor flavor thats not overpowering. This is a good replacement for the ruined Coffee Heath bar after they removed the heath bar and substituted with some non goo garbage. Great job folks
15_bj,kibbyposh,2018-04-25,4,overall I really like it,0,0,My favorite part is the coffee ice cream. Just the right amount of bitter to compensate for the sweetness of the chocolate swirls. My only issue is the flavor of the truffles. Its too much. Too bitter. It doesn't work well with the rest of the flavors.
15_bj,Cat2655,2018-05-27,5,Coffee coffee coffee,0,1,"So. Incredibly. Good.
I don't know how those master minds did it but they captured the smell of a coffee shop. When I eat this ice cream I feel like I'm walking through a shopping mall and begin to catch the smell of coffee goodness drifting about."
